"ticket","year","country","error","mape","disper","esg_score","esg_comb","env_pillar","social_pillar","gov_pillar","qanalyst"
"SUPER.BK",2023,"Thailand",1,0.002,0,20.41,20.41,16.77,21.5,25.2,0
"SURJ.J",2014,"South Africa",0.967,0.002,0.149,46.27,46.27,64.67,42.42,35.48,0
"SURJ.J",2015,"South Africa",1,0.002,0,48.81,48.81,61.4,46.63,40.75,0
"SURJ.J",2016,"South Africa",1,0.002,0,62.38,62.38,70.48,61.73,56.08,0
"SURJ.J",2017,"South Africa",1,0.002,0,62.84,62.84,71.8,64.81,51.83,0
"SURJ.J",2018,"South Africa",1,0.002,0,57.63,57.63,67.28,61.27,43.49,0
"SURJ.J",2019,"South Africa",1,0.002,0,63.57,63.57,74,65.29,46.72,0
"SURJ.J",2020,"South Africa",1,0.002,0,60.33,60.33,68.07,63.95,47.94,0
"SURJ.J",2021,"South Africa",1,0.002,0,63.51,63.51,71.24,64.31,55.35,0
"SURJ.J",2022,"South Africa",1,0.002,0,66.65,66.65,74,68.67,50,0
"SURJ.J",2023,"South Africa",1,0.002,0,74,74,74,72.75,64.06,0
"SUZB3.SA",2014,"Brazil",0.823,0.002,0.039,39.34,39.34,29.14,42.78,54.36,12
"SUZB3.SA",2015,"Brazil",0.984,0.002,0.362,34.61,34.61,30.21,31.19,47.31,15
"SUZB3.SA",2016,"Brazil",2.344,0.002,0.095,38.48,38.48,37.55,38.68,39.99,14
"SUZB3.SA",2017,"Brazil",2.344,0.002,0.129,62.55,62.55,48.71,76,57.79,13
"SUZB3.SA",2018,"Brazil",2.344,0.002,0.149,61.25,55.62,47.92,76,62.64,9
"SUZB3.SA",2019,"Brazil",2.344,0.002,0.362,74,74,71.45,76,65.26,11
"SUZB3.SA",2020,"Brazil",2.344,0.002,0.34,74,74,74,76,76.15,9
"SUZB3.SA",2021,"Brazil",2.344,0.002,0.142,74,74,74,76,77,12
"SUZB3.SA",2022,"Brazil",2.344,0.002,0.322,74,74,67.59,76,77,13
"SUZB3.SA",2023,"Brazil",2.344,0.002,0.11,15,15,15,17,15,12
"SYNEX.BK",2014,"Thailand",2.344,0.002,0.159,15,15,15,17,15,0
"SYNEX.BK",2015,"Thailand",0,0,0,15,15,15,17,15,3
"SYNEX.BK",2016,"Thailand",0.937,0.002,0.081,15,15,15,17,15,1
"SYNEX.BK",2017,"Thailand",0.979,0.002,0,15,15,15,17,15,1
"SYNEX.BK",2018,"Thailand",0.974,0.002,0,15,15,15,17,15,1
"SYNEX.BK",2019,"Thailand",0.969,0.002,0,15,15,15,17,15,1
"SYNEX.BK",2020,"Thailand",0.971,0.002,0,26.33,26.33,15,35.32,27.73,1
"SYNEX.BK",2021,"Thailand",0.971,0.002,0,32.92,32.92,15,44.89,31.69,2
"SYNEX.BK",2022,"Thailand",0.952,0.002,0.026,34.61,34.61,15,39.46,44.03,2
"SYNEX.BK",2023,"Thailand",0.953,0.002,0.02,33.26,33.26,15,38.19,40.91,2
"TAEE11.SA",2014,"Brazil",1,0.002,0,18.19,18.19,15,27.81,35.33,8
"TAEE11.SA",2015,"Brazil",1,0.002,0.088,21.19,21.19,15,31.6,41.49,9
"TAEE11.SA",2016,"Brazil",1,0.002,0.067,18.81,18.81,15,26.82,37.99,10
"TAEE11.SA",2017,"Brazil",1,0.002,0.136,28.12,28.12,15,32.52,46.69,10
"TAEE11.SA",2018,"Brazil",0,0,0.255,33.26,33.26,15,51.13,48.12,8
"TAEE11.SA",2019,"Brazil",0,0,0.05,31.74,31.74,15,59.45,31.93,9
"TAEE11.SA",2020,"Brazil",1.003,0.002,0.077,40.22,40.22,24.41,53.71,49.57,7
"TAEE11.SA",2021,"Brazil",0.932,0.002,0.362,42.35,42.35,24.56,61.09,48.23,8
"TAEE11.SA",2022,"Brazil",0.998,0.002,0.089,40.44,40.44,28.25,55.53,41.55,10
"TAEE11.SA",2023,"Brazil",0.965,0.002,0.246,15,15,15,17,15,6
"TASCO.BK",2014,"Thailand",0.976,0.002,0,15,15,15,17,15,1
"TASCO.BK",2015,"Thailand",0,0,0.014,15,15,15,17,15,4
